id,sex,age,federal_district,type_of_city,knows_election_date,will_vote,candidate,television_usage,internet_usage,education,income,employment,job_type,company_type,weight1
0716b3d5218ce991,male,42.0,north caucasian,city with population of 500-950k,named correct date,likely yes,Kharitonov,several times a month,less than 4 hours a day,college,medium,employed pensioner,hard to say,"construction, architecture",0.5047477039600534
071661d3074ce66d,male,49.0,siberian,settlement,not sure or no answer,definitely yes,Putin,less than 4 hours a day,several times a week,college,medium,self-employed,,farming,0.8421149206576803
07168a893a4ce2f4,male,67.0,northwestern,village,named correct year,definitely yes,Putin,over 4 hours a day,does not use internet,bachelor degree,medium,employed pensioner,commercial organization,farming,0.9403283463585824
0716cda5dfcce0d7,male,67.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,employed pensioner,non-profit agency,,0.9013363481283634
07168ac4ab0ce355,male,85.0,north caucasian,city with population of 100-500k,named correct date,definitely no,will not take part,over 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.1254375113076192
07166027aa0ce1c3,male,60.0,siberian,city with population of 100-500k,named correct date,likely yes,struggle to answer,less than 4 hours a day,over 4 hours a day,bachelor degree,medium,work for hire,government agency,education,0.8536552280134322
0716ad158acce550,male,67.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,medium,employed pensioner,government agency,healthcare,0.8658028167721621
0716c5b8c58ce299,male,78.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,school,medium,unemployed pensioner,,,0.8658028167721621
0716aef1320ce05c,male,67.0,central,city with population of 1 million and higher,named correct date,not sure,struggle to answer,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.407229271738716
0716961ce68ceb4f,female,49.0,volga,city with population of 500-950k,named correct date,definitely yes,struggle to answer,does not watch,less than 4 hours a day,bachelor degree,medium,work for hire,government agency,"culture, sports",0.8769654616300795
0716c51e4f8cee68,female,67.0,central,village,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.7992542573368436
07168d7c030ce16f,female,67.0,southern,village,named correct date,likely yes,Putin,less than 4 hours a day,over 4 hours a day,college,medium,unemployed pensioner,,,0.8573228236018703
07167513468ce421,female,67.0,ural,city with population of 50-100k,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,school,medium,unemployed pensioner,,,0.7518809584681334
07167e079c4ce9f5,female,67.0,ural,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,several times a week,college,medium,employed pensioner,commercial organization,"industry, manufacturing",0.7518809584681334
07166ca24d0ceae5,female,60.0,siberian,city with population of less than 50k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,school,medium,unemployed pensioner,,,0.8244799356243985
0716a85e994ceb47,female,85.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,several times a month,does not use internet,bachelor degree,medium,unemployed pensioner,,,0.8047899087292489
07167f61210ce97e,male,43.0,volga,city with population of 1 million and higher,named correct date,definitely yes,struggle to answer,does not watch,over 4 hours a day,bachelor degree,medium,work for hire,commercial organization,"industry, manufacturing",0.9643645166379896
07166af02accee63,male,50.0,southern,village,named correct date,definitely no,Kharitonov,several times a week,less than 4 hours a day,college,medium,work for hire,law enforcement agency,law enforcement agency,0.8756602924833422
07166fdebfccecef,male,68.0,siberian,village,named correct date,definitely yes,Putin,less than 4 hours a day,several times a week,bachelor degree,medium,employed pensioner,government agency,"culture, sports",1.2093850544212716
071695a3d24ce605,male,68.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,college,medium,employed pensioner,commercial organization,"industry, manufacturing",0.8658028167721621
0716b32c34cce2b8,female,50.0,central,city with population of 50-100k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,work for hire,commercial organization,"construction, architecture",1.382313489882909
07167572f50ce64a,female,50.0,ural,city with population of less than 50k,named correct date,likely yes,Putin,over 4 hours a day,over 4 hours a day,bachelor degree,medium,unemployed,,,1.5680049374053544
0716931eba4ce8ad,female,86.0,southern,village,named correct date,definitely yes,Putin,over 4 hours a day,several times a month,college,medium,unemployed pensioner,,,0.8573228236018703
0716aa44818ce1b5,female,68.0,north caucasian,village,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,school,medium,unemployed pensioner,,,0.8938019870103089
071694922f4ce321,female,68.0,volga,village,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,1.1273454267395318
07166962360cedd7,female,86.0,siberian,village,named correct date,likely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.9439551425652036
07165e782b4ce94e,female,68.0,far eastern,village,named correct date,definitely yes,Putin,less than 4 hours a day,several times a week,college,medium,employed pensioner,commercial organization,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.8659129312353427
0716afda650ce2ae,female,68.0,central,settlement,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,academic degree,medium,unemployed pensioner,,,0.9958486739702868
0716ce5cfe4ce5fc,female,68.0,central,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,0.9958486739702868
0716d7f1d1cce3e2,female,68.0,central,city with population of 1 million and higher,named correct date,likely no,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.7730625435604446
0716c8a7ceccea84,female,79.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.2564942260627003
0716ca31438ce7ef,female,68.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.2564942260627003
071645a4b74ce059,male,44.0,far eastern,city with population of 100-500k,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,bachelor degree,medium,work for hire,commercial organization,"industry, manufacturing",0.828291414151445
0716bb7fa40ce3a3,male,69.0,northwestern,village,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,incomplete school education,medium,unemployed pensioner,,,0.8400165620074748
0716af6aa04cec41,male,69.0,north caucasian,village,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,1.594422737886739
0716672edf4cec27,male,87.0,siberian,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,medium,unemployed pensioner,,,0.6750473150580456
0716c86e40ccea58,male,62.0,central,city with population of 1 million and higher,named correct date,definitely yes,Kharitonov,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.407229271738716
0716aeeb658cedbc,female,51.0,central,village,named correct date,likely no,Putin,several times a week,over 4 hours a day,bachelor degree,medium,employed pensioner,commercial organization,trade,1.3890299266426491
0716b4fdea0ce950,female,69.0,northwestern,city with population of less than 50k,named correct date,definitely yes,Putin,less than 4 hours a day,several times a week,bachelor degree,medium,unemployed pensioner,,,0.7333375098894521
0716bfca6f4ce225,female,69.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,several times a week,school,medium,unemployed pensioner,,,0.5641607466482917
0716c51e7ecceed0,female,69.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,1.2564942260627003
0716677da40ce910,male,52.0,far eastern,city with population of 500-950k,not sure or no answer,definitely no,will not take part,less than 4 hours a day,less than 4 hours a day,college,medium,employed pensioner,commercial organization,trade,0.5647340720090062
0716a82f768ce82d,male,52.0,northwestern,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,bachelor degree,medium,entrepreneur,,"tech, programming, communications",1.5797653540319805
0716c1add58cef53,male,70.0,central,village,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,academic degree,medium,unemployed pensioner,,,1.2769355503975652
0716b2c76bccee98,male,70.0,central,city with population of less than 50k,named correct date,not sure,Putin,over 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.1153154349339944
07167719c18ced19,male,63.0,ural,city with population of 50-100k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.8420801876144244
0716c9458d8ceef1,female,52.0,central,city with population of 1 million and higher,named correct date,likely yes,Slutskiy,less than 4 hours a day,over 4 hours a day,college,medium,self-employed,,media,0.9418063603081662
07168135cb0ceae0,female,70.0,volga,village,named correct date,not sure,struggle to answer,several times a week,several times a week,school,medium,unemployed pensioner,,,0.92172360632897
07166424d70cec76,female,70.0,siberian,village,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,1.0798420474080337
0716798884cce7b4,female,70.0,ural,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,medium,unemployed pensioner,,,0.607628672666068
071684d40fccecb7,female,70.0,volga,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.090402103043416
071687e5648ce27f,male,53.0,northwestern,city with population of 50-100k,named correct date,definitely yes,struggle to answer,over 4 hours a day,over 4 hours a day,college,medium,work for hire,government agency,education,0.8776993576222624
071658db4c4ce7a7,male,71.0,far eastern,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,school,medium,unemployed pensioner,,,0.8470466374460457
071667445acce0a7,female,71.0,siberian,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.602739774337958
0716afe8d2cce7f0,male,72.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,academic degree,medium,unemployed pensioner,,,1.407229271738716
0716abf7d68cea82,male,72.0,central,city with population of 1 million and higher,not sure or no answer,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,academic degree,medium,unemployed pensioner,,,1.407229271738716
07166740f64cefd0,female,72.0,far eastern,village,named correct date,definitely yes,Putin,over 4 hours a day,once half a year,college,medium,unemployed pensioner,,,0.8659129312353427
071676ce0a4cef86,female,83.0,ural,city with population of 100-500k,named correct date,not sure,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.607628672666068
07168d7260cceed3,female,72.0,north caucasian,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,several times a month,bachelor degree,medium,unemployed pensioner,,,0.9090287322843482
071691e1814ce86c,female,72.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,college,medium,unemployed pensioner,,,0.5885443634227749
0716a01d2e0ce519,female,72.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,employed pensioner,government agency,education,0.7730625435604446
071693e07c0cee35,male,73.0,north caucasian,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.1254375113076192
07166d56474ce2d2,male,73.0,siberian,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,medium,unemployed pensioner,,,0.6750473150580456
0716a2d63e4ce1fc,female,73.0,central,settlement,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,medium,unemployed pensioner,,,0.770805500143632
0716c3535ccced9b,female,74.0,central,village,named correct date,definitely yes,struggle to answer,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.8825027563916295
0716b9511d0ce6e6,female,74.0,northwestern,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,medium,unemployed pensioner,,,0.5294212789819922
071683efdf0ce46e,female,74.0,volga,city with population of 100-500k,named correct date,definitely yes,Kharitonov,less than 4 hours a day,several times a month,college,medium,unemployed pensioner,,,0.6506068290240652
0716a730920ce850,male,75.0,central,city with population of 1 million and higher,named correct year,likely yes,Putin,over 4 hours a day,several times a week,college,medium,unemployed pensioner,,,0.8658028167721621
0716b4902a0ce52d,female,75.0,central,city with population of 50-100k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.770805500143632
0716b794848ce95d,female,75.0,central,city with population of 50-100k,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.770805500143632
07166986aa0ce4ff,male,76.0,siberian,city with population of 50-100k,named correct date,definitely yes,Kharitonov,over 4 hours a day,does not use internet,academic degree,medium,unemployed pensioner,,,1.056314719685405
07169d89190ce49e,male,76.0,northwestern,city with population of 1 million and higher,named correct date,not sure,struggle to answer,several times a week,less than 4 hours a day,college,medium,unemployed pensioner,,,1.0657609688926106
07166997c28ce779,male,76.0,siberian,city with population of 1 million and higher,named correct date,not sure,Kharitonov,several times a week,over 4 hours a day,academic degree,medium,unemployed pensioner,,,1.16975327654823
071682fbc60cedc9,female,58.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,school,medium,employed pensioner,commercial organization,housing and communal services,0.7170116175105445
071695e9210ceb09,female,77.0,volga,settlement,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,0.9846587437818494
07168537500ce605,female,77.0,volga,city with population of 1 million and higher,not sure or no answer,definitely yes,Putin,less than 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.8915185487314549
0716c8cc330ce328,male,78.0,central,city with population of 100-500k,named correct date,definitely no,will not take part,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,0.9013363481283634
0716c268380ce689,male,79.0,central,village,named correct date,definitely yes,spoilt vote,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.8951366135685445
071678c76fcce228,male,61.0,ural,city with population of less than 50k,named correct date,likely no,will not take part,over 4 hours a day,less than 4 hours a day,college,medium,work for hire,commercial organization,"industry, manufacturing",0.8420801876144244
07168bbd3e8ce2b4,female,80.0,northwestern,city with population of 50-100k,named correct date,definitely no,will not take part,over 4 hours a day,over 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.39669113079166
0716b435d74ce77b,male,81.0,northwestern,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,0.6637391507226409
071691c48b0ce33b,male,22.0,central,city with population of 1 million and higher,not sure or no answer,definitely no,struggle to answer,does not watch,does not use internet,bachelor degree,low,self-employed,,hard to say,2.0316028372118557
07165d90144ce787,male,24.0,siberian,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,academic degree,low,work for hire,government agency,"culture, sports",1.6887611160454126
071663a9658ce87d,male,27.0,ural,city with population of 100-500k,named correct date,definitely yes,struggle to answer,does not watch,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,"tech, programming, communications",1.414341995036039
0716af7140cceec3,male,32.0,northwestern,city with population of 1 million and higher,named correct date,definitely yes,Davankov,does not watch,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,"industry, manufacturing",2.103130103845761
07169e75ec4cee3c,male,26.0,southern,city with population of 1 million and higher,named correct date,definitely yes,Putin,several times a week,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,trade,1.6542235824756917
0716a3a24cccefe7,male,38.0,northwestern,village,named correct date,not sure,Davankov,less than 4 hours a day,over 4 hours a day,incomplete school education,low,work for hire,commercial organization,law enforcement agency,0.6633428122575764
071694a43d4ce8bd,male,38.0,southern,village,named correct year,struggle to answer,Putin,over 4 hours a day,less than 4 hours a day,school,low,hard to say,,,0.7582264451599424
07169a02098cea7e,male,43.0,southern,village,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,incomplete school education,low,hard to say,,,0.7582264451599424
07168d72268cee77,male,39.0,north caucasian,village,named correct date,not sure,Putin,less than 4 hours a day,several times a week,college,low,unemployed,,,0.790489048734851
0716a265488ce4f7,male,38.0,volga,village,named correct date,not sure,Putin,less than 4 hours a day,less than 4 hours a day,incomplete school education,low,unemployed pensioner,,,0.8151832591026007
07168e975f8ce50d,male,37.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,several times a week,over 4 hours a day,college,low,self-employed,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.550919975533851
07169ba10acce320,male,49.0,north caucasian,village,not sure or no answer,not sure,Kharitonov,over 4 hours a day,once half a year,school,low,unemployed pensioner,,,0.9129197168453076
0716685428cceffe,male,54.0,siberian,city with population of less than 50k,named correct date,definitely no,will not take part,over 4 hours a day,several times a month,bachelor degree,low,unemployed pensioner,,,0.9633414333701036
07167175c7cce52b,male,53.0,ural,city with population of 500-950k,named correct date,definitely no,will not take part,does not watch,over 4 hours a day,bachelor degree,low,entrepreneur,,education,0.9610400114035782
071664bf808ce67e,male,48.0,siberian,city with population of 500-950k,named correct year,definitely yes,Kharitonov,several times a month,less than 4 hours a day,academic degree,low,work for hire,commercial organization,"industry, manufacturing",0.7042550983610845
0716c09290ccef20,male,50.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,incomplete school education,low,work for hire,commercial organization,trade,0.78959775053932
0716acdfce8cebb4,male,56.0,central,city with population of 1 million and higher,named correct date,not sure,struggle to answer,several times a week,several times a week,bachelor degree,low,work for hire,government agency,farming,1.126381630350325
071656f7260cefd6,male,66.0,far eastern,city with population of 100-500k,named correct date,definitely yes,Putin,once half a year,less than 4 hours a day,bachelor degree,low,unemployed pensioner,,,1.0488973321167678
07166cf3078cec5b,female,19.0,siberian,village,not sure or no answer,definitely yes,Putin,less than 4 hours a day,over 4 hours a day,college,low,unemployed student,,,1.396734921130502
0716afc7780cec9c,female,18.0,central,city with population of 100-500k,not sure or no answer,likely no,Kharitonov,does not watch,over 4 hours a day,incomplete school education,low,unemployed student,,,0.921714908923266
0716c743d7cce7bf,female,18.0,central,city with population of 100-500k,named correct date,likely yes,Davankov,several times a month,over 4 hours a day,school,low,unemployed student,,,0.921714908923266
071689f9f1cceb05,female,19.0,northwestern,city with population of 100-500k,named correct year,likely no,will not take part,does not watch,over 4 hours a day,school,low,employed student,commercial organization,"industry, manufacturing",0.7833647543189737
071695eab58cebe1,female,20.0,central,city with population of 500-950k,named correct date,definitely yes,struggle to answer,does not watch,over 4 hours a day,school,low,unemployed student,,,0.8337909934687436
0716ac8e7b8cec37,female,33.0,northwestern,city with population of 100-500k,named correct date,definitely yes,Davankov,once half a year,once half a year,academic degree,low,unemployed,,,0.9637007110560314
07168bdb828ceb45,female,38.0,northwestern,city with population of less than 50k,named correct date,likely no,will not take part,does not watch,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,finances,1.7679305104287706
07166e1dc80cec34,female,42.0,ural,city with population of 1 million and higher,named correct date,not sure,spoilt vote,several times a week,over 4 hours a day,bachelor degree,low,unemployed,,,1.804123204086424
0716b0f2ca4ce512,female,56.0,central,village,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,school,low,work for hire,commercial organization,housing and communal services,0.97371519204172
07168deda1cce20e,female,55.0,southern,city with population of 100-500k,named correct date,likely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,work for hire,commercial organization,"industry, manufacturing",1.081594832488154
07169133780ce167,female,63.0,central,village,named correct date,likely yes,Putin,less than 4 hours a day,does not use internet,college,low,unemployed pensioner,,,0.8825027563916295
071697cfcacced01,female,60.0,southern,village,named correct date,definitely yes,struggle to answer,over 4 hours a day,less than 4 hours a day,college,low,unemployed pensioner,,,0.8573228236018703
071692c1804ce050,female,80.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,bachelor degree,low,unemployed pensioner,,,1.2564942260627003
0716c3c9768ce493,male,45.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,several times a week,less than 4 hours a day,bachelor degree,low,work for hire,commercial organization,housing and communal services,0.8220037393904259
07167df4c50ce606,male,39.0,ural,city with population of less than 50k,named correct date,not sure,Putin,several times a week,over 4 hours a day,college,low,work for hire,commercial organization,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.6649724125243726
0716c450c2cceeb9,female,39.0,central,city with population of 50-100k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,college,low,work for hire,government agency,social services,0.9756849823610068
07167e85d84ce713,female,47.0,volga,city with population of 100-500k,named correct date,definitely no,Putin,several times a week,over 4 hours a day,college,low,work for hire,commercial organization,trade,0.7926210560050018
0716ba54be8ce6dc,female,47.0,central,city with population of 1 million and higher,named correct date,definitely no,will not take part,over 4 hours a day,over 4 hours a day,college,low,refused to answer,,,0.9418063603081662
07165ef5f30ced84,male,23.0,siberian,city with population of 1 million and higher,named correct date,likely yes,Slutskiy,does not watch,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,"industry, manufacturing",1.6887611160454126
0716b7aaf80ce083,female,30.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,low,self-employed,,hard to say,1.0129385154269512
07167bcce60cede9,male,49.0,volga,village,named correct date,definitely yes,Putin,several times a week,less than 4 hours a day,academic degree,low,work for hire,government agency,education,1.151458469239267
071686892b8ce0f9,male,49.0,volga,city with population of 100-500k,named correct date,likely no,will not take part,does not watch,less than 4 hours a day,college,low,work for hire,commercial organization,"industry, manufacturing",0.6645228034421707
0716b98a394ce7b9,female,24.0,central,city with population of 1 million and higher,named correct date,definitely yes,spoilt vote,does not watch,less than 4 hours a day,bachelor degree,low,work for hire,government agency,social services,1.8591872479993317
07167c13cb0ce06f,female,42.0,ural,city with population of less than 50k,named correct date,definitely yes,struggle to answer,does not watch,less than 4 hours a day,college,low,entrepreneur,,trade,0.9517303127233246
071695103bcce91c,male,50.0,north caucasian,city with population of 50-100k,not sure or no answer,definitely no,will not take part,less than 4 hours a day,over 4 hours a day,college,low,unemployed pensioner,,,0.7973726244336572
07166212da8ce1d4,male,68.0,far eastern,village,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,incomplete school education,low,unemployed pensioner,,,0.9697919802065544
071679c652cce7d9,female,32.0,volga,city with population of 100-500k,named correct date,definitely yes,Slutskiy,does not watch,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,media,1.293969446173771
07167e557d8ceb2c,male,33.0,volga,city with population of 1 million and higher,named correct date,definitely yes,struggle to answer,several times a week,less than 4 hours a day,bachelor degree,low,work for hire,commercial organization,"industry, manufacturing",1.4826939187970414
0716805f940ce467,male,51.0,volga,city with population of 100-500k,named correct date,likely yes,spoilt vote,over 4 hours a day,several times a month,college,low,unemployed,,,0.6645228034421707
0716a6eff14cee74,female,33.0,northwestern,city with population of less than 50k,named correct date,not sure,Slutskiy,does not watch,over 4 hours a day,incomplete school education,low,parental leave,,,1.0652739999183374
07167b30378ce841,female,44.0,volga,city with population of 50-100k,named correct date,definitely yes,Slutskiy,several times a week,over 4 hours a day,bachelor degree,low,work for hire,government agency,education,1.2463802462221458
07165fd28dcce330,female,51.0,far eastern,city with population of 50-100k,named correct date,definitely yes,Slutskiy,over 4 hours a day,once half a year,school,low,unemployed pensioner,,,0.9214036905059662
07167628244cec95,male,34.0,volga,city with population of 100-500k,named correct date,not sure,struggle to answer,does not watch,over 4 hours a day,college,low,work for hire,commercial organization,"transportation, storage",0.8846743657494568
07166b35904ced3e,male,52.0,siberian,city with population of 100-500k,named correct date,definitely yes,Putin,does not watch,does not use internet,school,low,unemployed pensioner,,,0.6805507782961154
0716af7cfe4ce448,male,70.0,central,settlement,not sure or no answer,likely yes,Putin,several times a week,over 4 hours a day,school,low,unemployed pensioner,,,0.8632750076522776
0716c635d54ce689,female,70.0,central,city with population of 100-500k,named correct date,likely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,unemployed pensioner,,,0.8047899087292489
0716ca59584ce24e,female,70.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,bachelor degree,low,unemployed pensioner,,,0.8047899087292489
0716b0a6908ce8b5,female,70.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,college,low,unemployed pensioner,,,0.7730625435604446
0716a0213d0ce735,male,35.0,volga,city with population of 100-500k,named correct date,not sure,Kharitonov,several times a month,less than 4 hours a day,college,low,work for hire,commercial organization,"transportation, storage",0.5754043746265464
0716b071ebcce624,male,53.0,central,village,named correct date,definitely yes,Putin,over 4 hours a day,several times a month,college,low,unemployed pensioner,,,0.8163496847170713
0716837a560ce6d6,male,46.0,volga,city with population of 500-950k,not sure or no answer,not sure,Putin,less than 4 hours a day,once half a year,incomplete school education,low,self-employed,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.6011328699369118
0716695c108cec35,male,53.0,far eastern,city with population of 500-950k,named correct date,definitely no,struggle to answer,over 4 hours a day,less than 4 hours a day,college,low,employed pensioner,hard to say,housing and communal services,0.5647340720090062
071671a6b90cee6c,female,35.0,far eastern,village,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,school,low,self-employed,,trade,1.0960718921713608
0716a0f59e0cec67,female,53.0,north caucasian,settlement,named correct date,likely yes,spoilt vote,less than 4 hours a day,less than 4 hours a day,college,low,employed pensioner,government agency,healthcare,0.951079975486628
0716951f8c0ceddc,female,46.0,southern,city with population of 1 million and higher,named correct date,definitely yes,Davankov,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,self-employed,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",1.4820961175918017
071688e31e8cecd2,male,36.0,central,city with population of less than 50k,not sure or no answer,likely no,will not take part,over 4 hours a day,over 4 hours a day,college,low,work for hire,commercial organization,"industry, manufacturing",0.6174022879865587
07168da07f8ceac3,male,47.0,southern,city with population of 1 million and higher,named correct date,struggle to answer,Davankov,does not watch,over 4 hours a day,college,low,self-employed,,"catering, restaurants",0.8469647384271121
0716a651e40ce453,female,54.0,northwestern,city with population of less than 50k,named correct date,definitely yes,Putin,once half a year,several times a month,academic degree,low,work for hire,law enforcement agency,law enforcement agency,0.8934101604321707
0716913ba00ce353,male,37.0,southern,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,incomplete school education,low,self-employed,,trade,0.535200899467507
0716981657cce1e5,male,37.0,southern,city with population of 1 million and higher,named correct date,definitely yes,Putin,several times a week,over 4 hours a day,college,low,employed pensioner,commercial organization,"construction, architecture",0.7333792205789968
07167e84e54ce641,male,55.0,northwestern,city with population of 1 million and higher,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,low,employed pensioner,commercial organization,"construction, architecture",0.9719562553371316
07169c37bc4ce8f6,female,55.0,southern,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,low,employed pensioner,government agency,healthcare,0.9122630984327736
0716817be0ccebf7,female,55.0,volga,city with population of less than 50k,named correct date,definitely yes,Kharitonov,over 4 hours a day,less than 4 hours a day,college,low,unemployed pensioner,,,0.9807909107978886
07169da81a8ce038,female,73.0,central,city with population of 1 million and higher,named correct date,likely yes,Slutskiy,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,unemployed pensioner,,,1.2564942260627003
